chrom	start	end	0	0.1	0.2	0.3	0.4	0.5	0.1.1	0.2.1	0.3.1	0.4.1	0.6	0.1.2	0.2.2	0.3.2	0.4.2	0.7	0.1.3	0.2.3	0.3.3	0.4.3	0.8	0.1.4	0.2.4	0.3.4	0.4.4	0.9	0.1.5	0.2.5	0.3.5	0.4.5	0.10	0.1.6	0.2.6	0.3.6	0.4.6	0.11	0.1.7	0.2.7	0.3.7	0.4.7	0.12	0.1.8	0.2.8	0.3.8	0.4.8	0.13	0.1.9	0.2.9	0.3.9	0.4.9	0.14	0.1.10	0.2.10	0.3.10	0.4.10	0.15	0.1.11	0.2.11	0.3.11	0.4.11	0.16	0.1.12	0.2.12	0.3.12	0.4.12	0.17	0.1.13	0.2.13	0.3.13	0.4.13	0.18	0.1.14	0.2.14	0.3.14	0.4.14	0.19	0.1.15	0.2.15	0.3.15	0.4.15	0.20	0.1.16	0.2.16	0.3.16	0.4.16	0.21	0.1.17	0.2.17	0.3.17	0.4.17	0.22	0.1.18	0.2.18	0.3.18	0.4.18	0.23	0.1.19	0.2.19	0.3.19	0.4.19	0.24	0.1.20	0.2.20	0.3.20	0.4.20	0.25	0.1.21	0.2.21	0.3.21	0.4.21	0.26	0.1.22	0.2.22	0.3.22	0.4.22	0.27	0.1.23	0.2.23	0.3.23	0.4.23	0.28	0.1.24	0.2.24	0.3.24	0.4.24	0.29	0.1.25	0.2.25	0.3.25	0.4.25	0.30	0.1.26	0.2.26	0.3.26	0.4.26	0.31	0.1.27	0.2.27	0.3.27	0.4.27	0.32	0.1.28	0.2.28	0.3.28	0.4.28	0.33	0.1.29	0.2.29	0.3.29	0.4.29	0.34	0.1.30	0.2.30	0.3.30	0.4.30	0.35	0.1.31	0.2.31	0.3.31	0.4.31	0.36	0.1.32	0.2.32	0.3.32	0.4.32	0.37	0.1.33	0.2.33	0.3.33	0.4.33	0.38	0.1.34	0.2.34	0.3.34	0.4.34	0.39	0.1.35	0.2.35	0.3.35	0.4.35	0.40	0.1.36	0.2.36	0.3.36	0.4.36	0.41	0.1.37	0.2.37	0.3.37	0.4.37	0.42	0.1.38	0.2.38	0.3.38	0.4.38	0.43	0.1.39	0.2.39	0.3.39	0.4.39	0.44	0.1.40	0.2.40	0.3.40	0.4.40	0.45	0.1.41	0.2.41	0.3.41	0.4.41	0.46	0.1.42	0.2.42	0.3.42	0.4.42	0.47	0.1.43	0.2.43	0.3.43	0.4.43	0.48	0.1.44	0.2.44	0.3.44	0.4.44	0.49	0.1.45	0.2.45	0.3.45	0.4.45	0.50	0.1.46	0.2.46	0.3.46	0.4.46	0.51	0.1.47	0.2.47	0.3.47	0.4.47	0.52	0.1.48	0.2.48	0.3.48	0.4.48	0.53	0.1.49	0.2.49	0.3.49	0.4.49	0.54	0.1.50	0.2.50	0.3.50	0.4.50	0.55	0.1.51	0.2.51	0.3.51	0.4.51	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140
chr1	10381500	10381999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr1	10381500	10381999	0.0	0.0	0.0	8.0	63.0	0.0	0.0	0.0	14.0	38.0	54.0	4.0	5.0	3.0	3.0	0.0	2.0	3.0	18.0	53.0	0.0	1.0	0.0	14.0	66.0	0.0	3.0	2.0	22.0	81.0	1.0	0.0	1.0	15.0	88.0	0.0	0.0	3.0	10.0	70.0	0.0	5.0	5.0	12.0	28.0	0.0	0.0	0.0	16.0	75.0	0.0	0.0	0.0	4.0	18.0	3.0	8.0	5.0	28.0	98.0	0.0	0.0	0.0	4.0	51.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	3.0	16.0	53.0	1.0	1.0	0.0	10.0	35.0	0.0	0.0	1.0	23.0	76.0	0.0	1.0	0.0	8.0	66.0	0.0	1.0	4.0	13.0	79.0
chr1	10525500	10525999	1	0	0	0	10	0	0	0	0	17	0	0	0	0	0	0	0	0	0	3	0	0	0	1	23	0	0	0	0	4	0	0	0	1	4	0	0	0	2	2	0	0	0	0	3	0	0	0	0	7	0	0	0	2	11	0	0	0	1	10	0	0	0	0	8	0	0	0	0	9	0	0	0	0	7	0	0	0	0	9	0	0	0	4	12	0	0	0	0	7	0	0	0	0	7	0	0	1	1	14	0	0	0	3	4	0	0	1	2	3	0	0	1	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	2	7	0	0	0	1	6	0	0	0	2	6	0	0	1	1	8	0	0	0	0	8	0	0	0	1	9	0	0	0	2	3	0	0	0	0	9	0	0	0	1	7	0	0	0	4	58	0	2	1	0	9	0	0	0	2	11	0	0	0	2	7	0	0	0	1	9	0	0	0	0	3	0	0	0	2	2	0	0	0	2	0	0	0	0	0	15	0	0	0	2	6	0	0	0	0	23	0	0	2	2	10	0	0	0	1	10	0	0	0	1	6	0	0	0	0	9	0	0	0	0	5	0	0	0	1	7	0	0	0	0	6	chr1	10525500	10525999	5.0	1.0	3.0	7.0	74.0	0.0	0.0	0.0	11.0	53.0	0.0	0.0	2.0	13.0	51.0	0.0	1.0	3.0	12.0	51.0	0.0	0.0	0.0	26.0	51.0	1.0	0.0	2.0	15.0	126.0	0.0	1.0	1.0	17.0	120.0	36.0	15.0	5.0	5.0	1.0	0.0	0.0	1.0	6.0	23.0	0.0	0.0	2.0	13.0	46.0	0.0	0.0	0.0	3.0	19.0	1.0	1.0	1.0	10.0	88.0	0.0	0.0	0.0	1.0	41.0	0.0	0.0	0.0	2.0	15.0	0.0	0.0	0.0	1.0	30.0	0.0	0.0	0.0	2.0	36.0	0.0	0.0	1.0	4.0	30.0	0.0	0.0	0.0	9.0	37.0	0.0	0.0	0.0	6.0	20.0
chr1	11069500	11069999	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr1	11069500	11069999	20.0	19.0	6.0	8.0	3.0	2.0	0.0	3.0	10.0	46.0	0.0	0.0	9.0	17.0	29.0	2.0	4.0	17.0	27.0	11.0	5.0	3.0	12.0	26.0	16.0	1.0	8.0	9.0	38.0	41.0	0.0	4.0	9.0	19.0	27.0	1.0	3.0	5.0	17.0	37.0	1.0	2.0	4.0	10.0	7.0	0.0	3.0	7.0	19.0	20.0	0.0	0.0	1.0	3.0	12.0	1.0	1.0	1.0	24.0	27.0	0.0	0.0	0.0	5.0	11.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	2.0	6.0	16.0	0.0	0.0	0.0	5.0	17.0	0.0	1.0	1.0	15.0	12.0	0.0	1.0	0.0	7.0	24.0	0.0	4.0	2.0	14.0	3.0
chr1	11291500	11291999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	chr1	11291500	11291999	1.0	2.0	3.0	16.0	56.0	0.0	1.0	1.0	11.0	54.0	0.0	1.0	9.0	19.0	25.0	0.0	1.0	7.0	13.0	48.0	0.0	0.0	1.0	9.0	57.0	0.0	1.0	0.0	12.0	123.0	1.0	3.0	4.0	14.0	116.0	4.0	7.0	5.0	21.0	36.0	0.0	0.0	0.0	2.0	34.0	18.0	6.0	9.0	9.0	21.0	17.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	9.0	63.0	0.0	1.0	1.0	3.0	22.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	1.0	6.0	33.0	0.0	1.0	0.0	4.0	28.0	0.0	0.0	1.0	8.0	53.0	0.0	0.0	0.0	5.0	23.0	0.0	0.0	0.0	16.0	48.0
chr1	11792000	11792499	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	4	4	0	0	1	2	4	0	0	0	1	3	1	1	0	0	0	0	0	1	1	6	0	0	0	1	0	0	0	0	1	8	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	2	8	0	0	0	0	1	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	6	0	0	0	0	4	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1	3	0	0	0	1	1	1	3	0	5	3	0	2	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	5	6	0	0	0	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	3	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	4	0	0	0	1	2	0	0	0	2	2	0	0	0	3	2	0	0	0	2	0	chr1	11792000	11792499	20.0	8.0	1.0	8.0	16.0	0.0	2.0	0.0	13.0	58.0	0.0	0.0	3.0	16.0	50.0	0.0	0.0	2.0	21.0	67.0	0.0	3.0	7.0	25.0	40.0	1.0	4.0	3.0	23.0	32.0	0.0	2.0	6.0	29.0	75.0	0.0	0.0	2.0	13.0	58.0	0.0	1.0	2.0	14.0	22.0	0.0	0.0	2.0	11.0	56.0	0.0	0.0	0.0	4.0	9.0	0.0	2.0	5.0	13.0	60.0	1.0	3.0	5.0	18.0	23.0	2.0	0.0	1.0	7.0	10.0	0.0	0.0	1.0	17.0	32.0	3.0	1.0	3.0	12.0	38.0	0.0	0.0	1.0	6.0	12.0	3.0	1.0	9.0	17.0	24.0	1.0	1.0	3.0	12.0	15.0
chr1	11843500	11843999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	chr1	11843500	11843999	26.0	23.0	6.0	9.0	16.0	0.0	1.0	1.0	18.0	68.0	4.0	12.0	21.0	17.0	10.0	1.0	2.0	7.0	27.0	86.0	31.0	34.0	14.0	18.0	4.0	0.0	0.0	6.0	22.0	52.0	83.0	48.0	1.0	2.0	4.0	0.0	3.0	1.0	19.0	74.0	6.0	12.0	13.0	16.0	9.0	0.0	2.0	1.0	15.0	88.0	0.0	0.0	0.0	1.0	14.0	19.0	8.0	1.0	19.0	52.0	0.0	0.0	0.0	8.0	48.0	0.0	1.0	0.0	2.0	11.0	0.0	0.0	3.0	10.0	32.0	1.0	0.0	0.0	4.0	38.0	3.0	1.0	3.0	12.0	24.0	0.0	0.0	0.0	6.0	43.0	1.0	1.0	0.0	20.0	33.0
chr1	12316500	12316999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr1	12316500	12316999	0.0	0.0	1.0	4.0	39.0	0.0	1.0	1.0	4.0	31.0	0.0	1.0	0.0	7.0	36.0	0.0	0.0	1.0	13.0	50.0	0.0	0.0	1.0	4.0	47.0	0.0	0.0	0.0	2.0	49.0	0.0	1.0	0.0	3.0	84.0	0.0	0.0	1.0	7.0	44.0	0.0	0.0	2.0	6.0	25.0	0.0	0.0	1.0	7.0	48.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0	0.0	6.0	54.0	0.0	0.0	1.0	1.0	19.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	8.0	26.0	1.0	0.0	0.0	1.0	21.0	0.0	0.0	0.0	5.0	24.0	0.0	1.0	0.0	2.0	35.0	14.0	3.0	0.0	7.0	9.0
chr1	14927500	14927999	0	0	0	5	15	2	17	1	13	9	0	0	0	2	3	1	5	0	5	4	0	4	0	21	21	0	3	0	14	4	0	1	0	5	7	2	1	0	5	8	1	7	0	6	4	1	8	0	6	4	2	3	0	2	7	0	2	1	16	8	2	3	0	2	11	1	1	0	7	3	1	8	0	8	18	1	7	0	5	6	0	4	0	13	13	1	8	0	4	11	1	1	0	8	12	2	1	2	7	5	2	8	1	10	4	0	2	0	8	7	1	4	0	8	13	0	0	0	1	4	2	2	0	1	5	2	4	0	7	5	0	4	0	6	14	1	5	0	5	11	0	3	0	11	9	3	3	0	6	12	2	12	0	6	8	0	1	0	3	6	1	1	0	5	10	0	3	0	9	7	3	28	0	39	29	1	1	0	9	9	4	5	2	10	7	0	4	0	6	6	1	6	1	11	9	2	3	0	7	2	1	2	0	4	5	0	1	0	5	4	1	3	0	3	8	0	2	1	4	3	1	6	0	18	30	1	7	1	10	8	0	5	0	8	8	2	1	0	7	5	5	8	0	13	6	0	3	0	3	13	2	2	0	6	9	0	3	0	6	19	chr1	14927500	14927999	0.0	2.0	14.0	24.0	45.0	0.0	3.0	1.0	17.0	52.0	0.0	2.0	8.0	20.0	32.0	1.0	8.0	8.0	29.0	35.0	0.0	4.0	2.0	25.0	65.0	1.0	18.0	10.0	41.0	54.0	1.0	4.0	4.0	46.0	102.0	1.0	3.0	9.0	31.0	62.0	0.0	3.0	3.0	19.0	27.0	0.0	2.0	8.0	19.0	46.0	0.0	0.0	0.0	4.0	13.0	1.0	2.0	2.0	12.0	74.0	0.0	2.0	3.0	13.0	31.0	0.0	1.0	0.0	5.0	5.0	0.0	0.0	8.0	8.0	31.0	1.0	0.0	5.0	5.0	18.0	19.0	2.0	4.0	14.0	21.0	0.0	7.0	3.0	10.0	24.0	0.0	0.0	7.0	15.0	45.0
chr1	15414500	15414999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr1	15414500	15414999	3.0	0.0	2.0	7.0	27.0	0.0	0.0	0.0	4.0	31.0	0.0	1.0	2.0	8.0	17.0	0.0	0.0	1.0	10.0	22.0	0.0	0.0	1.0	5.0	25.0	0.0	1.0	3.0	20.0	72.0	0.0	0.0	1.0	11.0	23.0	19.0	6.0	2.0	0.0	1.0	0.0	0.0	0.0	3.0	12.0	0.0	0.0	1.0	9.0	18.0	0.0	0.0	0.0	1.0	12.0	0.0	1.0	0.0	7.0	21.0	0.0	0.0	0.0	2.0	11.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	5.0	25.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	1.0	2.0	5.0	1.0	0.0	0.0	4.0	11.0	0.0	0.0	0.0	4.0	6.0
chr1	15953000	15953499	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	1	2	0	0	0	0	1	0	0	0	4	2	0	0	0	2	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	2	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	3	0	0	1	2	2	0	0	0	0	2	0	0	0	2	3	0	0	0	1	2	0	0	0	2	1	chr1	15953000	15953499	0.0	0.0	4.0	10.0	39.0	1.0	0.0	1.0	10.0	27.0	0.0	3.0	5.0	15.0	19.0	0.0	0.0	3.0	17.0	45.0	0.0	2.0	3.0	17.0	36.0	0.0	0.0	1.0	10.0	64.0	0.0	1.0	5.0	27.0	58.0	0.0	0.0	4.0	22.0	66.0	1.0	0.0	3.0	14.0	14.0	0.0	0.0	2.0	16.0	52.0	0.0	0.0	0.0	1.0	10.0	1.0	1.0	1.0	6.0	27.0	0.0	0.0	0.0	1.0	26.0	0.0	0.0	0.0	0.0	2.0	18.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	19.0	0.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	5.0	19.0	1.0	0.0	3.0	4.0	9.0
chr1	16302000	16302499	0	0	0	0	2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	4	0	0	0	0	2	0	0	0	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	6	0	0	0	0	3	0	0	0	1	7	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	4	0	0	0	0	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	8	0	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	8	0	0	0	0	5	0	0	0	0	5	0	0	0	0	4	0	0	0	2	3	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	1	3	7	0	0	0	0	5	0	0	0	0	1	0	0	0	0	4	0	0	0	0	5	0	0	0	0	2	0	0	0	3	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	4	6	0	0	0	1	2	0	0	0	0	4	0	0	0	2	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	0	0	chr1	16302000	16302499	0.0	1.0	1.0	7.0	31.0	1.0	0.0	0.0	10.0	25.0	37.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	7.0	27.0	0.0	1.0	1.0	3.0	24.0	0.0	0.0	3.0	7.0	49.0	0.0	0.0	0.0	4.0	41.0	0.0	0.0	1.0	4.0	35.0	0.0	0.0	1.0	4.0	12.0	0.0	0.0	2.0	4.0	36.0	0.0	0.0	0.0	1.0	7.0	0.0	1.0	0.0	3.0	46.0	0.0	0.0	1.0	6.0	34.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	9.0	28.0	1.0	0.0	0.0	2.0	10.0	0.0	0.0	1.0	11.0	34.0	0.0	0.0	0.0	2.0	29.0	0.0	1.0	3.0	10.0	48.0
chr1	16633000	16633499	0	0	0	5	6	0	0	2	11	33	0	0	0	6	6	0	0	0	6	7	0	1	0	2	26	0	0	0	4	6	0	0	0	4	9	0	0	0	3	8	0	0	2	6	13	0	0	1	6	6	0	0	1	5	14	0	0	1	6	15	0	0	1	2	7	0	0	0	6	5	0	0	0	8	4	0	0	0	10	8	0	0	0	9	7	0	0	0	5	13	0	0	0	8	8	0	0	0	3	9	0	0	0	4	11	0	1	0	10	22	0	1	0	3	12	0	0	0	0	6	0	0	0	3	8	0	0	1	4	14	0	0	0	11	19	0	0	0	3	19	0	0	0	10	15	0	0	0	2	10	0	0	0	5	5	0	0	0	3	8	0	0	0	9	6	0	0	0	8	20	0	0	0	30	129	0	0	1	5	17	0	0	0	4	16	0	0	0	1	8	0	0	0	11	20	0	0	0	6	10	0	0	0	1	10	0	0	1	4	24	0	0	2	6	11	0	0	0	2	10	0	0	0	10	32	0	0	0	3	9	0	0	2	9	12	0	0	0	7	20	0	0	0	6	7	0	0	0	9	16	0	0	0	2	4	0	0	1	6	13	chr1	16633000	16633499	0.0	6.0	5.0	34.0	165.0	1.0	0.0	6.0	42.0	86.0	0.0	4.0	1.0	34.0	132.0	1.0	2.0	9.0	40.0	114.0	1.0	4.0	5.0	37.0	129.0	1.0	5.0	8.0	175.0	234.0	1.0	1.0	5.0	60.0	205.0	0.0	4.0	10.0	60.0	144.0	0.0	0.0	1.0	25.0	58.0	0.0	4.0	2.0	33.0	128.0	0.0	0.0	0.0	6.0	40.0	0.0	3.0	7.0	48.0	188.0	0.0	0.0	2.0	24.0	118.0	18.0	4.0	2.0	6.0	16.0	1.0	1.0	16.0	46.0	52.0	0.0	3.0	0.0	8.0	38.0	1.0	1.0	2.0	26.0	37.0	0.0	1.0	2.0	11.0	44.0	1.0	1.0	4.0	19.0	62.0
chr1	17003500	17003999	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr1	17003500	17003999	0.0	1.0	1.0	6.0	33.0	1.0	2.0	1.0	10.0	18.0	0.0	0.0	0.0	11.0	25.0	1.0	2.0	1.0	9.0	38.0	0.0	4.0	0.0	8.0	33.0	0.0	0.0	2.0	7.0	41.0	1.0	0.0	0.0	5.0	35.0	0.0	1.0	1.0	5.0	41.0	0.0	1.0	0.0	3.0	15.0	0.0	0.0	2.0	4.0	33.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	2.0	41.0	0.0	0.0	0.0	12.0	11.0	0.0	0.0	0.0	0.0	2.0	18.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	2.0	21.0	0.0	1.0	2.0	4.0	12.0	0.0	0.0	0.0	1.0	17.0	0.0	1.0	2.0	7.0	11.0
